image_id,split,image_path,mask_path,width,height,brightness,dhash,sha1,mask_width,mask_height,damage_pixel_pct,n_components,is_corrupt,source_component,dims_match,is_empty_mask,duplicate_group_id,in_duplicate_group
train/crack500__20160222_081111,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/crack500__20160222_081111.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/crack500__20160222_081111.png,2560,1440,131.36190795898438,70920647475328,b3aa557372096b420fe53d6ee8d126e975d9fdb0,2560,1440,0.0,0,False,crack500,True,True,3009,True
train/crack500__20160222_081113,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/crack500__20160222_081113.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/crack500__20160222_081113.png,2560,1440,130.14756774902344,1077936128,a2e40a12b6d6ce72859fd978ffd5689b5bd47048,2560,1440,0.0,0,False,crack500,True,True,3009,True
train/crack500__20160222_081908,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/crack500__20160222_081908.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/crack500__20160222_081908.png,2560,1440,129.14193725585938,8669517484949786706,91e5052d7a9955675a25ea665c6e0a29af9a4f12,2560,1440,0.0,0,False,crack500,True,True,475,False
train/crack500__20160222_082414,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/crack500__20160222_082414.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/crack500__20160222_082414.png,2560,1440,130.16856384277344,11578948880400953528,83b5a5d4f391ac79fb37bc6755155104f750c678,2560,1440,0.0,0,False,crack500,True,True,476,False
train/crack500__20160222_114806,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/crack500__20160222_114806.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/crack500__20160222_114806.png,2560,1440,128.876953125,13889313184935839880,d5d591021a7cf2d00988cc0cfe72d41ef599a9ef,2560,1440,0.0,0,False,crack500,True,True,477,False
train/crack500__20160222_115219,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/crack500__20160222_115219.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/crack500__20160222_115219.png,2560,1440,124.2310562133789,11848630409649853104,b9f7870b0e865fbf59c8683e0855f17e3ddac9e8,2560,1440,0.0,0,False,crack500,True,True,478,False
train/crack500__20160222_115233,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/crack500__20160222_115233.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/crack500__20160222_115233.png,2560,1440,126.432861328125,15632232715018368240,d70bda43f34767f41c9abbbfb26dee8e5e1848bf,2560,1440,0.0,0,False,crack500,True,True,479,False
train/crack500__20160222_115324,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/crack500__20160222_115324.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/crack500__20160222_115324.png,2560,1440,134.5853271484375,17501749970960304777,c260b9356cd5245252dca04d663eb7559c971c15,2560,1440,0.0,0,False,crack500,True,True,480,False
train/crack500__20160222_115519,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/crack500__20160222_115519.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/crack500__20160222_115519.png,2560,1440,137.5778350830078,12433568757762001004,eb8f36116241862bd2d82d709798f9f47db2f2eb,2560,1440,0.0,0,False,crack500,True,True,481,False
train/crack500__20160222_115620,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/crack500__20160222_115620.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/crack500__20160222_115620.png,2560,1440,132.22972106933594,13468837999081605352,2475e0453a00d816dba533e1b171eed535c94faa,2560,1440,0.0,0,False,crack500,True,True,482,False
train/crack500__20160222_115714,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/crack500__20160222_115714.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/crack500__20160222_115714.png,2560,1440,133.82350158691406,18219583686358398180,193920a50b9cc4d88b593d50f56846971421d882,2560,1440,0.0,0,False,crack500,True,True,483,False
train/crack500__20160222_115738,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/crack500__20160222_115738.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/crack500__20160222_115738.png,2560,1440,129.3704376220703,17931307217154796620,c146aefd255ba9b788f17e1399b0d093b856de8a,2560,1440,0.0,0,False,crack500,True,True,484,False
train/crack500__20160222_115805,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/crack500__20160222_115805.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/crack500__20160222_115805.png,2560,1440,130.36770629882812,17976356450484644129,b157902c0ea5b41a8e5a54fffee9cd0d0ce9fcb8,2560,1440,0.0,0,False,crack500,True,True,485,False
train/crack500__20160222_115828,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/crack500__20160222_115828.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/crack500__20160222_115828.png,2560,1440,130.4534912109375,18370693993849744106,3985ee3bdc40ef94827c558a8c4f5031fb38c583,2560,1440,0.0,0,False,crack500,True,True,486,False
train/crack500__20160222_115833,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/crack500__20160222_115833.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/crack500__20160222_115833.png,2560,1440,128.69659423828125,17362213059425661177,55d7121873d9cd7e6dbc6e0a5c723db6414eef4a,2560,1440,0.0,0,False,crack500,True,True,487,False
train/crack500__20160222_115843,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/crack500__20160222_115843.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/crack500__20160222_115843.png,2560,1440,132.24978637695312,11868379870439588064,6969990fb0760e816462bb435a5efc3c81cc7ea7,2560,1440,0.0,0,False,crack500,True,True,488,False
train/crack500__20160222_115847,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/crack500__20160222_115847.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/crack500__20160222_115847.png,2560,1440,131.94224548339844,12897383238128157376,af0995df96635e71ea2e403e7ba024dc2fb2ecf0,2560,1440,0.0,0,False,crack500,True,True,489,False
train/crack500__20160222_115858,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/crack500__20160222_115858.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/crack500__20160222_115858.png,2560,1440,132.3406524658203,15044499717962127506,ee8ed1387ef6820eeb377b118a5e9eac78a21883,2560,1440,0.0,0,False,crack500,True,True,490,False
train/crack500__20160222_163930,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/crack500__20160222_163930.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/crack500__20160222_163930.png,2560,1440,132.4830322265625,18075982632276524540,f97c36bca5674e3a44e9abd040c2c88c6a6cd88d,2560,1440,0.0,0,False,crack500,True,True,491,False
train/crack500__20160222_164021,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/crack500__20160222_164021.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/crack500__20160222_164021.png,2560,1440,130.49681091308594,17063229592281077970,25d9a6d0f4ea8d259d7d50fb7fcfa4c928134eb3,2560,1440,0.0,0,False,crack500,True,True,492,False
train/crack500__20160222_164822,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/crack500__20160222_164822.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/crack500__20160222_164822.png,2560,1440,133.4827880859375,14477041904847997144,a11f0947109e62bf4031626c08a9e3716902562d,2560,1440,0.0,0,False,crack500,True,True,493,False
train/crack500__20160222_164825,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/crack500__20160222_164825.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/crack500__20160222_164825.png,2560,1440,133.58004760742188,17506183227513680050,edc1c734d6a53c77610087c06e1a2da4cdad43c4,2560,1440,0.0,0,False,crack500,True,True,494,False
train/crack500__20160222_164920,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/crack500__20160222_164920.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/crack500__20160222_164920.png,2560,1440,126.39799499511719,4083859744591768292,47e675f65da8df86235af67ae8565764afab80ec,2560,1440,0.0,0,False,crack500,True,True,495,False
train/crack500__20160222_164936,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/crack500__20160222_164936.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/crack500__20160222_164936.png,2560,1440,131.14047241210938,16787428027657681144,8d986ce1fd11d971e9ce3be960f45e5690f34f39,2560,1440,0.0,0,False,crack500,True,True,496,False
train/crack500__20160222_165012,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/crack500__20160222_165012.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/crack500__20160222_165012.png,2560,1440,133.59951782226562,16197408028433059840,8a4cdd5582ad00712ba181989ab1c4bac290548a,2560,1440,0.0,0,False,crack500,True,True,497,False
train/crack500__20160222_165031,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/crack500__20160222_165031.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/crack500__20160222_165031.png,2560,1440,132.10035705566406,14468034567615339724,15bbc88b55130d0b5ba758a61feb90fca8731b9b,2560,1440,0.0,0,False,crack500,True,True,498,True
train/crack500__20160222_165037,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/crack500__20160222_165037.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/crack500__20160222_165037.png,2560,1440,132.40220642089844,13021655006644448458,031d92a693f3d1fccd6d0838c44846b437de8d0e,2560,1440,0.0,0,False,crack500,True,True,499,False
train/crack500__20160222_165218,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/crack500__20160222_165218.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/crack500__20160222_165218.png,2560,1440,129.51487731933594,17904314229728535212,a870758ecfb2e001f6158fe0c3faefa190b80b0d,2560,1440,0.0,0,False,crack500,True,True,500,False
train/crack500__20160222_165256,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/crack500__20160222_165256.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/crack500__20160222_165256.png,2560,1440,129.80010986328125,16787423697587859696,22c285328464ea58d1557c3bf5cf8f84879a3bde,2560,1440,0.0,0,False,crack500,True,True,501,False
train/crack500__20160222_165625,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/crack500__20160222_165625.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/crack500__20160222_165625.png,2560,1440,133.1193084716797,16204198577350694112,e171288881e9fde8d0bdbb4ac5bec43d8ed93e28,2560,1440,0.0,0,False,crack500,True,True,502,False
train/crack500__20160222_165715,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/crack500__20160222_165715.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/crack500__20160222_165715.png,2560,1440,121.71581268310547,16204216307793042104,e4e33b835d3d2d3df2dcc550408f8dfe961c1600,2560,1440,0.0,0,False,crack500,True,True,503,False
train/crack500__20160222_165909,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/crack500__20160222_165909.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/crack500__20160222_165909.png,2560,1440,124.13546752929688,17325555233965532404,832228baee338127837349d54199e9665bc562f6,2560,1440,0.0,0,False,crack500,True,True,504,False
train/crack500__20160222_165919,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/crack500__20160222_165919.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/crack500__20160222_165919.png,2560,1440,125.89209747314453,12442580235543966960,41a8b31dcaa1919155338cef3bbb6d13d83b36eb,2560,1440,0.0,0,False,crack500,True,True,505,False
train/crack500__20160222_165937,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/crack500__20160222_165937.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/crack500__20160222_165937.png,2560,1440,123.11264038085938,13323027007325131985,042eaf054a763b74e695af13cc5e05bf60c53fd1,2560,1440,0.0,0,False,crack500,True,True,506,False
train/crack500__20160222_165947,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/crack500__20160222_165947.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/crack500__20160222_165947.png,2560,1440,125.26329040527344,17357122358857749158,4a447a240337843a0d3f5310d3b03d4f26757aef,2560,1440,0.0,0,False,crack500,True,True,507,False
train/crack500__20160225_114503,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/crack500__20160225_114503.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/crack500__20160225_114503.png,2560,1440,131.29730224609375,10715455300735113906,081f845e4045ff8716c6bfc57fe2501c2bde959c,2560,1440,0.0,0,False,crack500,True,True,508,False
train/crack500__20160302_155848,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/crack500__20160302_155848.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/crack500__20160302_155848.png,2560,1440,118.8160400390625,12729487924294959572,0546fab3a498202a8255b02845b8ffce0903f940,2560,1440,0.0,0,False,crack500,True,True,509,False
train/crack500__20160302_155914,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/crack500__20160302_155914.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/crack500__20160302_155914.png,1440,2560,124.91104888916016,5524954581175295503,e80aa50fad51deb9ee4156ba0377cd108e1ddfa2,1440,2560,0.0,0,False,crack500,True,True,510,False
train/crack500__20160303_091825,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/crack500__20160303_091825.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/crack500__20160303_091825.png,2560,1440,126.76038360595703,12731778222268500204,7ec4c41215d344b19806af98b6d5809252eeee53,2560,1440,0.0,0,False,crack500,True,True,511,False
train/crack500__20160303_091830,train,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/images/crack500__20160303_091830.jpg,/Users/foury333/Desktop/cv-road-damage-inspection-system-main/Pothole Mix/pothole_mix_prepared/train/masks/crack500__20160303_091830.png,1440,2560,122.26094055175781,12109278819685902664,54e7689d005f48e72ab17c70b1fdcbaf1d70788b,1440,2560,0.0,0,False,crack500,True,True,512,False
