image_id_a,image_id_b,hamming,thumb_rmse
train/cracks-and-potholes-in-road__1014663_RS_386_386RS124739_30240,train/cracks-and-potholes-in-road__1014668_RS_386_386RS124739_30265,5,0.03226369619369507
train/cracks-and-potholes-in-road__1014663_RS_386_386RS124739_30240,train/cracks-and-potholes-in-road__1014669_RS_386_386RS124739_30271,6,0.037831343710422516
train/cracks-and-potholes-in-road__1014664_RS_386_386RS124739_30246,train/cracks-and-potholes-in-road__1014665_RS_386_386RS124739_30250,4,0.026420898735523224
train/cracks-and-potholes-in-road__1014664_RS_386_386RS124739_30246,train/cracks-and-potholes-in-road__1014668_RS_386_386RS124739_30265,6,0.03999212384223938
train/cracks-and-potholes-in-road__1014664_RS_386_386RS124739_30246,train/cracks-and-potholes-in-road__1014670_RS_386_386RS124739_30275,6,0.03606024384498596
train/cracks-and-potholes-in-road__1014664_RS_386_386RS124739_30246,train/cracks-and-potholes-in-road__1014671_RS_386_386RS124739_30280,5,0.03211135044693947
train/cracks-and-potholes-in-road__1014664_RS_386_386RS124739_30246,train/cracks-and-potholes-in-road__1014672_RS_386_386RS124739_30285,6,0.029579535126686096
train/cracks-and-potholes-in-road__1014665_RS_386_386RS124739_30250,train/cracks-and-potholes-in-road__1014668_RS_386_386RS124739_30265,6,0.04467983543872833
train/cracks-and-potholes-in-road__1014665_RS_386_386RS124739_30250,train/cracks-and-potholes-in-road__1014671_RS_386_386RS124739_30280,5,0.03672996535897255
train/cracks-and-potholes-in-road__1014665_RS_386_386RS124739_30250,train/cracks-and-potholes-in-road__1014672_RS_386_386RS124739_30285,6,0.03097800724208355
train/cracks-and-potholes-in-road__1014665_RS_386_386RS124739_30250,train/cracks-and-potholes-in-road__1014673_RS_386_386RS124739_30290,5,0.035028230398893356
train/cracks-and-potholes-in-road__1014668_RS_386_386RS124739_30265,train/cracks-and-potholes-in-road__1014669_RS_386_386RS124739_30271,5,0.030496245250105858
train/cracks-and-potholes-in-road__1014668_RS_386_386RS124739_30265,train/cracks-and-potholes-in-road__1014670_RS_386_386RS124739_30275,6,0.0351485051214695
train/cracks-and-potholes-in-road__1014668_RS_386_386RS124739_30265,train/cracks-and-potholes-in-road__1014671_RS_386_386RS124739_30280,5,0.03616255521774292
train/cracks-and-potholes-in-road__1014668_RS_386_386RS124739_30265,train/cracks-and-potholes-in-road__1014672_RS_386_386RS124739_30285,4,0.040595002472400665
train/cracks-and-potholes-in-road__1014669_RS_386_386RS124739_30271,train/cracks-and-potholes-in-road__1014670_RS_386_386RS124739_30275,5,0.023352263495326042
train/cracks-and-potholes-in-road__1014670_RS_386_386RS124739_30275,train/cracks-and-potholes-in-road__1014672_RS_386_386RS124739_30285,6,0.03324558585882187
train/cracks-and-potholes-in-road__1014671_RS_386_386RS124739_30280,train/cracks-and-potholes-in-road__1014672_RS_386_386RS124739_30285,1,0.026142897084355354
train/cracks-and-potholes-in-road__1014708_RS_386_386RS124739_30465,train/cracks-and-potholes-in-road__1014728_RS_386_386RS124739_30565,6,0.04003922641277313
train/cracks-and-potholes-in-road__1014728_RS_386_386RS124739_30565,train/cracks-and-potholes-in-road__1014730_RS_386_386RS124739_30575,5,0.042044319212436676
train/cracks-and-potholes-in-road__1014730_RS_386_386RS124739_30575,train/cracks-and-potholes-in-road__1014735_RS_386_386RS124739_30601,6,0.046963948756456375
train/cracks-and-potholes-in-road__1014778_RS_386_386RS124739_30816,train/cracks-and-potholes-in-road__1014779_RS_386_386RS124739_30820,6,0.027497991919517517
train/cracks-and-potholes-in-road__1014779_RS_386_386RS124739_30820,train/cracks-and-potholes-in-road__1014780_RS_386_386RS124739_30826,6,0.04529806971549988
train/cracks-and-potholes-in-road__1014797_RS_386_386RS124739_30910,train/cracks-and-potholes-in-road__1014798_RS_386_386RS124739_30915,5,0.03184884041547775
train/cracks-and-potholes-in-road__1014802_RS_386_386RS124739_30935,train/cracks-and-potholes-in-road__1014803_RS_386_386RS124739_30940,6,0.03928380087018013
train/cracks-and-potholes-in-road__1014840_RS_386_386RS124739_31125,train/cracks-and-potholes-in-road__1014846_RS_386_386RS124739_31155,6,0.037854958325624466
train/cracks-and-potholes-in-road__1014840_RS_386_386RS124739_31125,train/cracks-and-potholes-in-road__1014847_RS_386_386RS124739_31160,6,0.03978806734085083
train/cracks-and-potholes-in-road__1014840_RS_386_386RS124739_31125,train/cracks-and-potholes-in-road__1014855_RS_386_386RS124739_31201,6,0.04203217104077339
train/cracks-and-potholes-in-road__1014841_RS_386_386RS124739_31130,train/cracks-and-potholes-in-road__1014842_RS_386_386RS124739_31135,6,0.042668361216783524
train/cracks-and-potholes-in-road__1014841_RS_386_386RS124739_31130,train/cracks-and-potholes-in-road__1014845_RS_386_386RS124739_31150,4,0.032490286976099014
train/cracks-and-potholes-in-road__1014841_RS_386_386RS124739_31130,train/cracks-and-potholes-in-road__1014846_RS_386_386RS124739_31155,5,0.028362885117530823
train/cracks-and-potholes-in-road__1014844_RS_386_386RS124739_31145,train/cracks-and-potholes-in-road__1014845_RS_386_386RS124739_31150,5,0.03238287195563316
train/cracks-and-potholes-in-road__1014844_RS_386_386RS124739_31145,train/cracks-and-potholes-in-road__1014846_RS_386_386RS124739_31155,4,0.03622002899646759
train/cracks-and-potholes-in-road__1014845_RS_386_386RS124739_31150,train/cracks-and-potholes-in-road__1014846_RS_386_386RS124739_31155,3,0.022004975005984306
train/cracks-and-potholes-in-road__1014846_RS_386_386RS124739_31155,train/cracks-and-potholes-in-road__1014847_RS_386_386RS124739_31160,6,0.022584958001971245
train/cracks-and-potholes-in-road__1014846_RS_386_386RS124739_31155,train/cracks-and-potholes-in-road__1014855_RS_386_386RS124739_31201,6,0.038792528212070465
train/cracks-and-potholes-in-road__1014848_RS_386_386RS124739_31165,train/cracks-and-potholes-in-road__1014849_RS_386_386RS124739_31170,3,0.024033362045884132
train/cracks-and-potholes-in-road__1014849_RS_386_386RS124739_31170,train/cracks-and-potholes-in-road__1014854_RS_386_386RS124739_31196,6,0.039964139461517334
train/cracks-and-potholes-in-road__1014862_RS_386_386RS124739_31235,train/cracks-and-potholes-in-road__1014865_RS_386_386RS124739_31250,6,0.04493005946278572
train/cracks-and-potholes-in-road__1014862_RS_386_386RS124739_31235,train/cracks-and-potholes-in-road__1014867_RS_386_386RS124739_31260,6,0.04476412758231163
train/cracks-and-potholes-in-road__1014864_RS_386_386RS124739_31245,train/cracks-and-potholes-in-road__1014865_RS_386_386RS124739_31250,2,0.02315366081893444
train/cracks-and-potholes-in-road__1014864_RS_386_386RS124739_31245,train/cracks-and-potholes-in-road__1014866_RS_386_386RS124739_31255,3,0.030170466750860214
train/cracks-and-potholes-in-road__1014864_RS_386_386RS124739_31245,train/cracks-and-potholes-in-road__1014867_RS_386_386RS124739_31260,6,0.03347114101052284
train/cracks-and-potholes-in-road__1014864_RS_386_386RS124739_31245,train/cracks-and-potholes-in-road__1014868_RS_386_386RS124739_31265,5,0.034711677581071854
train/cracks-and-potholes-in-road__1014864_RS_386_386RS124739_31245,train/cracks-and-potholes-in-road__1014869_RS_386_386RS124739_31270,6,0.041971925646066666
train/cracks-and-potholes-in-road__1014865_RS_386_386RS124739_31250,train/cracks-and-potholes-in-road__1014866_RS_386_386RS124739_31255,3,0.021436624228954315
train/cracks-and-potholes-in-road__1014865_RS_386_386RS124739_31250,train/cracks-and-potholes-in-road__1014867_RS_386_386RS124739_31260,6,0.03291097283363342
train/cracks-and-potholes-in-road__1014865_RS_386_386RS124739_31250,train/cracks-and-potholes-in-road__1014868_RS_386_386RS124739_31265,5,0.03685752674937248
train/cracks-and-potholes-in-road__1014865_RS_386_386RS124739_31250,train/cracks-and-potholes-in-road__1014869_RS_386_386RS124739_31270,6,0.04278593882918358
train/cracks-and-potholes-in-road__1014866_RS_386_386RS124739_31255,train/cracks-and-potholes-in-road__1014868_RS_386_386RS124739_31265,6,0.03897309675812721
train/cracks-and-potholes-in-road__1014867_RS_386_386RS124739_31260,train/cracks-and-potholes-in-road__1014868_RS_386_386RS124739_31265,5,0.025844773277640343
train/cracks-and-potholes-in-road__1014868_RS_386_386RS124739_31265,train/cracks-and-potholes-in-road__1014869_RS_386_386RS124739_31270,5,0.027806749567389488
train/cracks-and-potholes-in-road__1014868_RS_386_386RS124739_31265,train/cracks-and-potholes-in-road__1014872_RS_386_386RS124739_31285,6,0.043987248092889786
train/cracks-and-potholes-in-road__1014869_RS_386_386RS124739_31270,train/cracks-and-potholes-in-road__1014870_RS_386_386RS124739_31275,4,0.032528169453144073
train/cracks-and-potholes-in-road__1014869_RS_386_386RS124739_31270,train/cracks-and-potholes-in-road__1014872_RS_386_386RS124739_31285,5,0.03665916249155998
train/cracks-and-potholes-in-road__1014871_RS_386_386RS124739_31280,train/cracks-and-potholes-in-road__1014872_RS_386_386RS124739_31285,4,0.0233110673725605
train/cracks-and-potholes-in-road__1014872_RS_386_386RS124739_31285,train/cracks-and-potholes-in-road__1014873_RS_386_386RS124739_31290,6,0.030635541304945946
train/cracks-and-potholes-in-road__1014872_RS_386_386RS124739_31285,train/cracks-and-potholes-in-road__1014874_RS_386_386RS124739_31295,6,0.032500915229320526
train/cracks-and-potholes-in-road__1014873_RS_386_386RS124739_31290,train/cracks-and-potholes-in-road__1014874_RS_386_386RS124739_31295,6,0.02285202406346798
train/cracks-and-potholes-in-road__1014888_RS_386_386RS124739_31365,train/cracks-and-potholes-in-road__1014891_RS_386_386RS124739_31381,6,0.03189219534397125
train/cracks-and-potholes-in-road__1014889_RS_386_386RS124739_31370,train/cracks-and-potholes-in-road__1014892_RS_386_386RS124739_31385,5,0.0330321341753006
train/cracks-and-potholes-in-road__1014889_RS_386_386RS124739_31370,train/cracks-and-potholes-in-road__1014893_RS_386_386RS124739_31390,4,0.04109889641404152
train/cracks-and-potholes-in-road__1014889_RS_386_386RS124739_31370,train/cracks-and-potholes-in-road__1014895_RS_386_386RS124739_31400,5,0.04564601555466652
train/cracks-and-potholes-in-road__1014890_RS_386_386RS124739_31375,train/cracks-and-potholes-in-road__1014893_RS_386_386RS124739_31390,5,0.033683598041534424
train/cracks-and-potholes-in-road__1014890_RS_386_386RS124739_31375,train/cracks-and-potholes-in-road__1014894_RS_386_386RS124739_31395,5,0.034662965685129166
train/cracks-and-potholes-in-road__1014891_RS_386_386RS124739_31381,train/cracks-and-potholes-in-road__1014892_RS_386_386RS124739_31385,6,0.03717237710952759
train/cracks-and-potholes-in-road__1014892_RS_386_386RS124739_31385,train/cracks-and-potholes-in-road__1014893_RS_386_386RS124739_31390,5,0.02437462843954563
train/cracks-and-potholes-in-road__1014892_RS_386_386RS124739_31385,train/cracks-and-potholes-in-road__1014895_RS_386_386RS124739_31400,6,0.034781478345394135
train/cracks-and-potholes-in-road__1014915_RS_386_386RS124739_31500,train/cracks-and-potholes-in-road__1014916_RS_386_386RS124739_31505,3,0.03331620991230011
train/cracks-and-potholes-in-road__1014915_RS_386_386RS124739_31500,train/cracks-and-potholes-in-road__1014917_RS_386_386RS124739_31510,6,0.04280611127614975
train/cracks-and-potholes-in-road__1025766_RS_386_386RS169832_08570,train/cracks-and-potholes-in-road__1025767_RS_386_386RS169832_08575,6,0.03991638123989105
train/cracks-and-potholes-in-road__1025779_RS_386_386RS169832_08635,train/cracks-and-potholes-in-road__1025780_RS_386_386RS169832_08640,2,0.032651208341121674
train/cracks-and-potholes-in-road__1025779_RS_386_386RS169832_08635,train/cracks-and-potholes-in-road__1025781_RS_386_386RS169832_08645,5,0.036037955433130264
train/cracks-and-potholes-in-road__1025780_RS_386_386RS169832_08640,train/cracks-and-potholes-in-road__1025781_RS_386_386RS169832_08645,5,0.036623094230890274
train/cracks-and-potholes-in-road__1025782_RS_386_386RS169832_08650,train/cracks-and-potholes-in-road__1025784_RS_386_386RS169832_08660,3,0.0305201206356287
train/cracks-and-potholes-in-road__1025782_RS_386_386RS169832_08650,train/cracks-and-potholes-in-road__1025785_RS_386_386RS169832_08665,5,0.031046532094478607
train/cracks-and-potholes-in-road__1025783_RS_386_386RS169832_08655,train/cracks-and-potholes-in-road__1025784_RS_386_386RS169832_08660,6,0.019879402592778206
train/cracks-and-potholes-in-road__1025784_RS_386_386RS169832_08660,train/cracks-and-potholes-in-road__1025785_RS_386_386RS169832_08665,4,0.01952418126165867
train/cracks-and-potholes-in-road__1025784_RS_386_386RS169832_08660,train/cracks-and-potholes-in-road__1025786_RS_386_386RS169832_08670,5,0.0309750996530056
train/cracks-and-potholes-in-road__1025785_RS_386_386RS169832_08665,train/cracks-and-potholes-in-road__1025786_RS_386_386RS169832_08670,3,0.020784256979823112
train/cracks-and-potholes-in-road__1025791_RS_386_386RS169832_08695,train/cracks-and-potholes-in-road__1025792_RS_386_386RS169832_08700,3,0.041276104748249054
train/cracks-and-potholes-in-road__1025793_RS_386_386RS169832_08705,train/cracks-and-potholes-in-road__1025794_RS_386_386RS169832_08710,3,0.025742879137396812
train/cracks-and-potholes-in-road__1025793_RS_386_386RS169832_08705,train/cracks-and-potholes-in-road__1025795_RS_386_386RS169832_08715,6,0.04245293512940407
train/cracks-and-potholes-in-road__1025794_RS_386_386RS169832_08710,train/cracks-and-potholes-in-road__1025795_RS_386_386RS169832_08715,3,0.030910545960068703
train/cracks-and-potholes-in-road__1025794_RS_386_386RS169832_08710,train/cracks-and-potholes-in-road__1025796_RS_386_386RS169832_08721,4,0.04795285314321518
train/cracks-and-potholes-in-road__1025795_RS_386_386RS169832_08715,train/cracks-and-potholes-in-road__1025796_RS_386_386RS169832_08721,3,0.028224080801010132
train/cracks-and-potholes-in-road__1025795_RS_386_386RS169832_08715,train/cracks-and-potholes-in-road__1025797_RS_386_386RS169832_08725,5,0.04912320896983147
train/cracks-and-potholes-in-road__1025796_RS_386_386RS169832_08721,train/cracks-and-potholes-in-road__1025797_RS_386_386RS169832_08725,4,0.03618435189127922
train/cracks-and-potholes-in-road__1025796_RS_386_386RS169832_08721,train/cracks-and-potholes-in-road__1025798_RS_386_386RS169832_08730,4,0.046566855162382126
train/cracks-and-potholes-in-road__1025797_RS_386_386RS169832_08725,train/cracks-and-potholes-in-road__1025798_RS_386_386RS169832_08730,2,0.02151983045041561
train/cracks-and-potholes-in-road__1025799_RS_386_386RS169832_08735,train/cracks-and-potholes-in-road__1025800_RS_386_386RS169832_08740,3,0.04766290262341499
train/cracks-and-potholes-in-road__1025810_RS_386_386RS169832_08790,train/cracks-and-potholes-in-road__1025811_RS_386_386RS169832_08795,1,0.04035065323114395
train/cracks-and-potholes-in-road__1025811_RS_386_386RS169832_08795,train/cracks-and-potholes-in-road__1025812_RS_386_386RS169832_08800,2,0.0417354553937912
train/cracks-and-potholes-in-road__1025811_RS_386_386RS169832_08795,train/cracks-and-potholes-in-road__1025813_RS_386_386RS169832_08805,2,0.04585430026054382
train/cracks-and-potholes-in-road__1025812_RS_386_386RS169832_08800,train/cracks-and-potholes-in-road__1025813_RS_386_386RS169832_08805,0,0.03597309812903404
train/cracks-and-potholes-in-road__1025812_RS_386_386RS169832_08800,train/cracks-and-potholes-in-road__1025815_RS_386_386RS169832_08815,3,0.04645093157887459
train/cracks-and-potholes-in-road__1025813_RS_386_386RS169832_08805,train/cracks-and-potholes-in-road__1025814_RS_386_386RS169832_08810,2,0.03578830137848854
train/cracks-and-potholes-in-road__1025813_RS_386_386RS169832_08805,train/cracks-and-potholes-in-road__1025815_RS_386_386RS169832_08815,3,0.039499398320913315
train/cracks-and-potholes-in-road__1025813_RS_386_386RS169832_08805,train/cracks-and-potholes-in-road__1025816_RS_386_386RS169832_08821,4,0.049914926290512085
train/cracks-and-potholes-in-road__1025814_RS_386_386RS169832_08810,train/cracks-and-potholes-in-road__1025815_RS_386_386RS169832_08815,1,0.03788251802325249
train/cracks-and-potholes-in-road__1025814_RS_386_386RS169832_08810,train/cracks-and-potholes-in-road__1025816_RS_386_386RS169832_08821,2,0.048444077372550964
train/cracks-and-potholes-in-road__1025815_RS_386_386RS169832_08815,train/cracks-and-potholes-in-road__1025816_RS_386_386RS169832_08821,3,0.033907126635313034
train/cracks-and-potholes-in-road__1025815_RS_386_386RS169832_08815,train/cracks-and-potholes-in-road__1025817_RS_386_386RS169832_08825,5,0.04268595576286316
train/cracks-and-potholes-in-road__1025816_RS_386_386RS169832_08821,train/cracks-and-potholes-in-road__1025817_RS_386_386RS169832_08825,2,0.02733035571873188
train/cracks-and-potholes-in-road__1025879_RS_386_386RS169832_09135,train/cracks-and-potholes-in-road__1025880_RS_386_386RS169832_09140,5,0.03873945027589798
train/cracks-and-potholes-in-road__1025898_RS_386_386RS169832_09230,train/cracks-and-potholes-in-road__1025899_RS_386_386RS169832_09235,5,0.04131538048386574
train/cracks-and-potholes-in-road__1025898_RS_386_386RS169832_09230,train/cracks-and-potholes-in-road__1025900_RS_386_386RS169832_09240,5,0.04805109649896622
train/cracks-and-potholes-in-road__1025898_RS_386_386RS169832_09230,train/cracks-and-potholes-in-road__1025914_RS_386_386RS169832_09310,6,0.04559285193681717
train/cracks-and-potholes-in-road__1025899_RS_386_386RS169832_09235,train/cracks-and-potholes-in-road__1025900_RS_386_386RS169832_09240,6,0.03354061767458916
train/cracks-and-potholes-in-road__1025902_RS_386_386RS169832_09250,train/cracks-and-potholes-in-road__1025903_RS_386_386RS169832_09255,5,0.034684620797634125
train/cracks-and-potholes-in-road__1025904_RS_386_386RS169832_09260,train/cracks-and-potholes-in-road__1025905_RS_386_386RS169832_09265,3,0.043349798768758774
train/cracks-and-potholes-in-road__1025910_RS_386_386RS169832_09290,train/cracks-and-potholes-in-road__1025911_RS_386_386RS169832_09295,5,0.03819619491696358
train/cracks-and-potholes-in-road__1025910_RS_386_386RS169832_09290,train/cracks-and-potholes-in-road__1025913_RS_386_386RS169832_09305,6,0.04754934087395668
train/cracks-and-potholes-in-road__1025910_RS_386_386RS169832_09290,train/cracks-and-potholes-in-road__1025914_RS_386_386RS169832_09310,5,0.044943928718566895
train/cracks-and-potholes-in-road__1025911_RS_386_386RS169832_09295,train/cracks-and-potholes-in-road__1025912_RS_386_386RS169832_09301,4,0.03453252464532852
train/cracks-and-potholes-in-road__1025912_RS_386_386RS169832_09301,train/cracks-and-potholes-in-road__1025913_RS_386_386RS169832_09305,5,0.03013559989631176
train/cracks-and-potholes-in-road__1025912_RS_386_386RS169832_09301,train/cracks-and-potholes-in-road__1025914_RS_386_386RS169832_09310,6,0.03936399891972542
train/cracks-and-potholes-in-road__1025913_RS_386_386RS169832_09305,train/cracks-and-potholes-in-road__1025914_RS_386_386RS169832_09310,1,0.024652771651744843
train/cracks-and-potholes-in-road__1025919_RS_386_386RS169832_09335,train/cracks-and-potholes-in-road__1025920_RS_386_386RS169832_09340,1,0.021768929436802864
train/cracks-and-potholes-in-road__1025919_RS_386_386RS169832_09335,train/cracks-and-potholes-in-road__1025921_RS_386_386RS169832_09345,5,0.028994178399443626
train/cracks-and-potholes-in-road__1025919_RS_386_386RS169832_09335,train/cracks-and-potholes-in-road__1025923_RS_386_386RS169832_09355,1,0.02429378032684326
train/cracks-and-potholes-in-road__1025919_RS_386_386RS169832_09335,train/cracks-and-potholes-in-road__1025924_RS_386_386RS169832_09360,5,0.036007314920425415
train/cracks-and-potholes-in-road__1025920_RS_386_386RS169832_09340,train/cracks-and-potholes-in-road__1025921_RS_386_386RS169832_09345,4,0.026625027880072594
train/cracks-and-potholes-in-road__1025920_RS_386_386RS169832_09340,train/cracks-and-potholes-in-road__1025923_RS_386_386RS169832_09355,2,0.027276450768113136
train/cracks-and-potholes-in-road__1025920_RS_386_386RS169832_09340,train/cracks-and-potholes-in-road__1025924_RS_386_386RS169832_09360,4,0.03946535289287567
train/cracks-and-potholes-in-road__1025921_RS_386_386RS169832_09345,train/cracks-and-potholes-in-road__1025923_RS_386_386RS169832_09355,4,0.03159959614276886
train/cracks-and-potholes-in-road__1025921_RS_386_386RS169832_09345,train/cracks-and-potholes-in-road__1025924_RS_386_386RS169832_09360,6,0.0379672609269619
train/cracks-and-potholes-in-road__1025923_RS_386_386RS169832_09355,train/cracks-and-potholes-in-road__1025924_RS_386_386RS169832_09360,4,0.026969140395522118
train/cracks-and-potholes-in-road__1025932_RS_386_386RS169832_09400,train/cracks-and-potholes-in-road__1025934_RS_386_386RS169832_09410,5,0.04426666721701622
train/cracks-and-potholes-in-road__1026150_RS_386_386RS169832_10490,train/cracks-and-potholes-in-road__1026151_RS_386_386RS169832_10495,2,0.04979141056537628
train/cracks-and-potholes-in-road__1026154_RS_386_386RS169832_10510,train/cracks-and-potholes-in-road__1026155_RS_386_386RS169832_10515,6,0.033044181764125824
train/cracks-and-potholes-in-road__1044259_DF_060_060BDF0050_00121,train/cracks-and-potholes-in-road__1044260_DF_060_060BDF0050_00122,4,0.03599396347999573
train/cracks-and-potholes-in-road__1045837_DF_060_060BDF0030_00575,train/cracks-and-potholes-in-road__1045838_DF_060_060BDF0030_00577,4,0.03873557224869728
train/cracks-and-potholes-in-road__1046387_DF_060_060BDF0030_01577,train/cracks-and-potholes-in-road__1046388_DF_060_060BDF0030_01578,2,0.020772334188222885
train/cracks-and-potholes-in-road__1047047_DF_060_060BDF0030_02806,train/cracks-and-potholes-in-road__1047052_DF_060_060BDF0030_02817,5,0.030917106196284294
train/cracks-and-potholes-in-road__1051762_DF_020_020BDF0070_01668,train/cracks-and-potholes-in-road__1051763_DF_020_020BDF0070_01670,6,0.027060311287641525
train/cracks-and-potholes-in-road__1051762_DF_020_020BDF0070_01668,train/cracks-and-potholes-in-road__1051765_DF_020_020BDF0070_01674,5,0.03825041651725769
train/cracks-and-potholes-in-road__1051763_DF_020_020BDF0070_01670,train/cracks-and-potholes-in-road__1051764_DF_020_020BDF0070_01672,3,0.023642752319574356
train/cracks-and-potholes-in-road__1051764_DF_020_020BDF0070_01672,train/cracks-and-potholes-in-road__1051765_DF_020_020BDF0070_01674,6,0.034370794892311096
train/cracks-and-potholes-in-road__1052120_DF_020_020BDF0070_02437,train/cracks-and-potholes-in-road__1052121_DF_020_020BDF0070_02438,6,0.023207753896713257
train/cracks-and-potholes-in-road__1053938_DF_020_020BDF0070_06163,train/cracks-and-potholes-in-road__1053939_DF_020_020BDF0070_06165,6,0.030843183398246765
train/cracks-and-potholes-in-road__1053938_DF_020_020BDF0070_06163,train/cracks-and-potholes-in-road__1053962_DF_020_020BDF0070_06208,4,0.023593472316861153
train/cracks-and-potholes-in-road__1053938_DF_020_020BDF0070_06163,train/cracks-and-potholes-in-road__1066570_DF_010_010BDF0018_01156,6,0.03801727294921875
train/cracks-and-potholes-in-road__1053962_DF_020_020BDF0070_06208,train/cracks-and-potholes-in-road__1066570_DF_010_010BDF0018_01156,6,0.04860270395874977
train/cracks-and-potholes-in-road__1053964_DF_020_020BDF0070_06212,train/cracks-and-potholes-in-road__1053965_DF_020_020BDF0070_06213,5,0.014393643476068974
train/cracks-and-potholes-in-road__1053964_DF_020_020BDF0070_06212,train/cracks-and-potholes-in-road__1053991_DF_020_020BDF0070_06265,5,0.02344468981027603
train/cracks-and-potholes-in-road__1053965_DF_020_020BDF0070_06213,train/cracks-and-potholes-in-road__1053991_DF_020_020BDF0070_06265,6,0.028039904311299324
train/cracks-and-potholes-in-road__1053965_DF_020_020BDF0070_06213,train/cracks-and-potholes-in-road__1053992_DF_020_020BDF0070_06266,6,0.02377009019255638
train/cracks-and-potholes-in-road__1054936_DF_020_020BDF0070_08017,train/cracks-and-potholes-in-road__1054940_DF_020_020BDF0070_08024,4,0.03203338757157326
train/cracks-and-potholes-in-road__1054937_DF_020_020BDF0070_08018,train/cracks-and-potholes-in-road__1054938_DF_020_020BDF0070_08020,6,0.0315527468919754
train/cracks-and-potholes-in-road__1054937_DF_020_020BDF0070_08018,train/cracks-and-potholes-in-road__1054940_DF_020_020BDF0070_08024,4,0.0274791456758976
train/cracks-and-potholes-in-road__1054938_DF_020_020BDF0070_08020,train/cracks-and-potholes-in-road__1054941_DF_020_020BDF0070_08025,6,0.017025940120220184
train/cracks-and-potholes-in-road__1055969_DF_010_010BDF0010_00127,train/cracks-and-potholes-in-road__1055970_DF_010_010BDF0010_00128,5,0.04559910669922829
train/cracks-and-potholes-in-road__1058796_DF_010_010BDF0010_06132,train/cracks-and-potholes-in-road__1058797_DF_010_010BDF0010_06134,6,0.041538696736097336
